"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.122888333E-1,7.292510986E0,-7.242042542E0,-5.299015808E1,5.397763194E1
7.222518334E-1,7.332855225E0,-7.187705994E0,-5.309327698E1,5.407707410E1
7.322138334E-1,7.287017822E0,-7.135398865E0,-5.320574951E1,5.417440657E1
7.421758333E-1,7.309356689E0,-7.191703796E0,-5.325848389E1,5.423664264E1
7.521378334E-1,7.306182861E0,-7.163520813E0,-5.304743958E1,5.402524580E1
7.620998333E-1,7.308197021E0,-7.240753174E0,-5.299356079E1,5.398292078E1
7.720618334E-1,7.285369873E0,-7.275199890E0,-5.296961975E1,5.396096519E1
7.820238334E-1,7.329986572E0,-7.206748962E0,-5.306425476E1,5.405072680E1
7.919858333E-1,7.280364990E0,-7.103591919E0,-5.321858215E1,5.418193628E1
8.019478334E-1,7.307891846E0,-7.136222839E0,-5.318757629E1,5.415947961E1
8.119098333E-1,7.218231201E0,-7.089897156E0,-5.328950500E1,5.424150484E1
8.218728334E-1,7.423309326E0,-7.164413452E0,-5.330018616E1,5.428944820E1
8.318348334E-1,7.286529541E0,-7.083137512E0,-5.318460083E1,5.414670918E1
8.417968333E-1,7.297943115E0,-7.129592896E0,-5.317146301E1,5.414144021E1
8.517588334E-1,7.316619873E0,-7.130622864E0,-5.325114441E1,5.422234862E1
8.617208333E-1,7.314239502E0,-7.039146423E0,-5.365405273E1,5.460590679E1
8.716828334E-1,7.372406006E0,-7.056930542E0,-5.320140076E1,5.417141019E1
8.816448334E-1,7.331756592E0,-7.269798279E0,-5.322868347E1,5.422082041E1
8.916068333E-1,7.341217041E0,-7.293769836E0,-5.303860474E1,5.403874664E1
9.015688334E-1,7.273162842E0,-7.180374146E0,-5.307165527E1,5.404680623E1
9.115318333E-1,7.236541748E0,-7.071273804E0,-5.332247925E1,5.427390941E1
9.214938334E-1,7.325775146E0,-7.080238342E0,-5.335031128E1,5.431438548E1
9.314558334E-1,7.274383545E0,-7.059844971E0,-5.326765442E1,5.422362100E1
9.414178333E-1,7.276275635E0,-7.158081055E0,-5.334759521E1,5.431526698E1
9.513798334E-1,7.304901123E0,-7.185287476E0,-5.349969482E1,5.447207801E1
9.613418333E-1,7.310943604E0,-7.106697083E0,-5.342019653E1,5.438448710E1
9.713038334E-1,7.338653564E0,-7.007736206E0,-5.323646545E1,5.419488405E1
9.812658334E-1,7.273651123E0,-7.052444458E0,-5.324935913E1,5.420458672E1
9.912278333E-1,7.314056396E0,-7.110260010E0,-5.328263855E1,5.425026073E1
1.001190833E0,7.358612061E0,-7.148963928E0,-5.332737732E1,5.430530387E1
1.011152833E0,7.236907959E0,-7.146980286E0,-5.321971130E1,5.418292937E1
1.021114833E0,7.173309326E0,-6.993522644E0,-5.325325012E1,5.418740051E1
1.031076833E0,7.277374268E0,-7.105987549E0,-5.342459106E1,5.438420879E1
1.041038833E0,7.417205811E0,-7.064643860E0,-5.355215454E1,5.452299873E1
1.051000833E0,7.391998291E0,-7.248214722E0,-5.330844116E1,5.430440272E1
1.060962833E0,7.513763428E0,-7.382637024E0,-5.335006714E1,5.438004812E1
1.070924833E0,7.526947021E0,-7.287734985E0,-5.340597534E1,5.442393054E1
1.080886833E0,7.353851318E0,-7.287803650E0,-5.329771423E1,5.429399188E1
1.090848833E0,7.298370361E0,-7.203018188E0,-5.325732422E1,5.423552585E1
1.100811833E0,7.313629150E0,-7.203819275E0,-5.350212097E1,5.447807937E1
1.110773833E0,7.288543701E0,-7.108032227E0,-5.345086670E1,5.441178312E1
1.120735833E0,7.297271729E0,-7.139411926E0,-5.329875183E1,5.426765449E1
1.130697833E0,7.218292236E0,-7.181320190E0,-5.342234802E1,5.438402680E1
1.140659833E0,7.347808838E0,-7.247924805E0,-5.335134888E1,5.434049260E1
1.150621833E0,7.360748291E0,-7.159347534E0,-5.355497742E1,5.453047294E1
1.160583833E0,7.270965576E0,-7.138145447E0,-5.326942444E1,5.423515134E1
1.170545833E0,7.152496338E0,-7.192245483E0,-5.316409302E1,5.412307627E1
1.180507833E0,7.101470947E0,-7.243721008E0,-5.318287659E1,5.414167291E1
1.190470833E0,7.249481201E0,-7.279533386E0,-5.313960266E1,5.412359887E1
1.200432833E0,7.252410889E0,-7.159698486E0,-5.344468689E1,5.440765849E1
1.210394833E0,7.338470459E0,-7.253158569E0,-5.338320923E1,5.437121008E1
1.220356833E0,7.289581299E0,-7.356727600E0,-5.347338867E1,5.446707935E1
1.230318833E0,7.300384521E0,-7.254676819E0,-5.353018188E1,5.451060743E1
1.240280833E0,7.300445557E0,-7.145660400E0,-5.343272400E1,5.440048678E1
1.250242833E0,7.213531494E0,-7.275238037E0,-5.312368774E1,5.410259074E1
1.260204833E0,7.249237061E0,-7.318031311E0,-5.319113159E1,5.417934570E1
1.270166833E0,7.211517334E0,-7.141761780E0,-5.321896362E1,5.417812135E1
1.280128833E0,7.388946533E0,-7.204154968E0,-5.331723022E1,5.430675297E1
1.290091833E0,7.378265381E0,-7.104370117E0,-5.328012085E1,5.425571078E1
1.300053833E0,7.337860107E0,-7.174804688E0,-5.313629150E1,5.411827314E1
1.310015833E0,7.304962158E0,-7.177474976E0,-5.339064026E1,5.436395025E1
1.319977833E0,7.357940674E0,-7.397254944E0,-5.335606384E1,5.436660943E1
1.329939833E0,7.243194580E0,-7.289909363E0,-5.356430054E1,5.454118571E1
1.339901833E0,7.240753174E0,-7.147651672E0,-5.332287598E1,5.428486468E1
1.349863833E0,7.220916748E0,-7.172210693E0,-5.346527100E1,5.442533829E1
1.359825833E0,7.192596436E0,-7.209251404E0,-5.333554077E1,5.429904841E1
1.369787833E0,7.255828857E0,-7.219566345E0,-5.348222351E1,5.445289177E1
1.379749833E0,7.191864014E0,-7.215103149E0,-5.340701294E1,5.436993335E1
1.389712833E0,7.192474365E0,-7.173515320E0,-5.346679688E1,5.442324299E1
1.399674833E0,7.215972900E0,-7.254127502E0,-5.350152588E1,5.447114743E1
1.409636833E0,7.386871338E0,-7.310607910E0,-5.332872009E1,5.433197257E1
1.419598833E0,7.184112549E0,-7.143524170E0,-5.334390259E1,5.429745256E1
1.429560833E0,7.084197998E0,-7.186050415E0,-5.352481079E1,5.446770192E1
1.439522833E0,7.105621338E0,-7.106452942E0,-5.357725525E1,5.451159334E1
1.449484833E0,7.091461182E0,-7.243789673E0,-5.356573486E1,5.451650449E1
1.459446833E0,7.230255127E0,-7.213188171E0,-5.343473816E1,5.440200286E1
1.469408833E0,7.256744385E0,-7.304733276E0,-5.318962097E1,5.417707307E1
1.479371833E0,7.239166260E0,-7.334907532E0,-5.326528931E1,5.425308693E1
1.489333833E0,7.255401611E0,-7.329002380E0,-5.331748962E1,5.430570714E1
1.499295833E0,7.216522217E0,-7.266227722E0,-5.329808044E1,5.427302864E1
1.509257833E0,7.258636475E0,-7.254211426E0,-5.326223755E1,5.424184119E1
1.519219833E0,7.204803467E0,-7.321426392E0,-5.341232300E1,5.439107211E1
1.529182375E0,7.226593018E0,-7.318038940E0,-5.359425354E1,5.457216647E1
1.539144375E0,7.335418701E0,-7.405250549E0,-5.370712280E1,5.470924184E1
1.549106375E0,7.289886475E0,-7.208053589E0,-5.340402222E1,5.437911428E1
1.559068375E0,7.240386963E0,-7.302589417E0,-5.336367798E1,5.434549791E1
1.569030375E0,7.277923584E0,-7.315757751E0,-5.351603699E1,5.450187793E1
1.578993375E0,7.283660889E0,-7.368774414E0,-5.347094727E1,5.446551894E1
1.588955375E0,7.203338623E0,-7.404365540E0,-5.346972656E1,5.445846468E1
1.598917375E0,7.257781982E0,-7.455268860E0,-5.334884644E1,5.435398651E1
1.608879375E0,7.251617432E0,-7.489646912E0,-5.345005798E1,5.445722601E1
1.618841375E0,7.359283447E0,-7.340957642E0,-5.331272888E1,5.431662520E1
1.628803375E0,7.421234131E0,-7.384986877E0,-5.333041382E1,5.434837426E1
1.638765375E0,7.350555420E0,-7.378318787E0,-5.345042419E1,5.445565260E1
1.648727375E0,7.411834717E0,-7.441993713E0,-5.348632812E1,5.450785137E1
1.658689375E0,7.289154053E0,-7.437408447E0,-5.338252258E1,5.438879047E1
1.668652375E0,7.212066650E0,-7.450172424E0,-5.318754578E1,5.418887340E1
1.678614375E0,7.195343018E0,-7.474845886E0,-5.324897766E1,5.425034474E1
1.688576375E0,7.176727295E0,-7.402221680E0,-5.319238281E1,5.418235774E1
1.698538375E0,7.289276123E0,-7.405555725E0,-5.337213135E1,5.437426052E1
1.708500375E0,7.289276123E0,-7.405555725E0,-5.337213135E1,5.437426052E1
1.718462375E0,7.191436768E0,-7.467689514E0,-5.323840332E1,5.423846179E1
1.728424375E0,7.247589111E0,-7.349662781E0,-5.310932922E1,5.410310473E1
1.738386375E0,7.122283936E0,-7.124359131E0,-5.327583313E1,5.421990241E1
1.748348375E0,7.059478760E0,-7.297019958E0,-5.348616028E1,5.444127186E1
1.758310375E0,8.630523682E0,1.031806107E2,-5.883721924E1,1.190904812E2
1.768273375E0,1.211166382E1,3.275763855E2,-7.117936707E1,3.354392390E2
1.778235375E0,1.456167603E1,4.938432007E2,-7.987048340E1,5.004722204E2
1.788197375E0,1.596957397E1,5.822792358E2,-8.469313049E1,5.886230221E2
1.798159375E0,1.640335083E1,6.222990112E2,-8.679844666E1,6.285372699E2
1.808121375E0,1.659713745E1,6.388017578E2,-8.747355652E1,6.449765684E2
1.818083375E0,1.670236206E1,6.452932129E2,-8.790541077E1,6.514673136E2
1.828045375E0,1.676577759E1,6.475426636E2,-8.822785950E1,6.537405813E2
1.838007375E0,1.676589966E1,6.484589233E2,-8.802951050E1,6.546214672E2
1.847969375E0,1.662991333E1,6.489509277E2,-8.832887268E1,6.551456711E2
1.857931375E0,1.675454712E1,6.489019165E2,-8.831005859E1,6.550977626E2
1.867894375E0,1.682638550E1,6.489584351E2,-8.846051025E1,6.551758844E2
1.877856375E0,1.664541626E1,6.489066162E2,-8.831115723E1,6.550997840E2
1.887818375E0,1.676284790E1,6.489180908E2,-8.814663696E1,6.550919869E2
1.897780375E0,1.682412720E1,6.489234009E2,-8.800050354E1,6.550791709E2
1.907742375E0,1.689022827E1,6.489353027E2,-8.802529907E1,6.550959931E2
1.917704375E0,1.679617310E1,6.489714355E2,-8.816615295E1,6.551483085E2
1.927666375E0,1.674270630E1,6.490031738E2,-8.816474915E1,6.551781901E2
1.937628375E0,1.671945190E1,6.490479126E2,-8.830311584E1,6.552405460E2
1.947590375E0,1.671530151E1,6.489749146E2,-8.828852844E1,6.551661662E2
1.957553375E0,1.673690796E1,6.488803711E2,-8.808564758E1,6.550457552E2
1.967515375E0,1.675723267E1,6.488590088E2,-8.810874939E1,6.550282207E2
1.977477375E0,1.686990356E1,6.488331909E2,-8.817437744E1,6.550143694E2
1.987439375E0,1.674362183E1,6.488553467E2,-8.794508362E1,6.550022500E2
1.997401375E0,1.674246216E1,6.489013062E2,-8.804814148E1,6.550615928E2
2.007363375E0,1.667562866E1,6.489547729E2,-8.825285339E1,6.551403972E2
2.017325375E0,1.668966675E1,6.488710938E2,-8.827737427E1,6.550611697E2
2.027287375E0,1.676840210E1,6.488955688E2,-8.830123901E1,6.550906406E2
2.037249375E0,1.675711060E1,6.488684692E2,-8.833911133E1,6.550686145E2
2.047211375E0,1.685189819E1,6.488108521E2,-8.831950378E1,6.550113304E2
2.057174375E0,1.675607300E1,6.489806519E2,-8.817919922E1,6.551581669E2
2.067136375E0,1.685128784E1,6.488339233E2,-8.814367676E1,6.550104837E2
2.077098375E0,1.677609253E1,6.489083862E2,-8.798547363E1,6.550610464E2
2.087060375E0,1.672067261E1,6.488240356E2,-8.800563049E1,6.549787791E2
2.097022375E0,1.675588989E1,6.489584351E2,-8.794660950E1,6.551048896E2
2.106984375E0,1.668576050E1,6.489619141E2,-8.807269287E1,6.551234843E2
2.116946375E0,1.663766479E1,6.489689331E2,-8.818551636E1,6.551443912E2
2.126908375E0,1.671170044E1,6.489371338E2,-8.813223267E1,6.551076056E2
2.136870375E0,1.654849243E1,6.489585571E2,-8.776779175E1,6.550757565E2
2.146833375E0,1.661019897E1,6.487863770E2,-8.797248840E1,6.549342107E2
2.156795375E0,1.656967163E1,6.489932861E2,-8.808428955E1,6.551531741E2
2.166757375E0,1.680416870E1,6.488980713E2,-8.804388428E1,6.550593962E2
2.176719375E0,1.677810669E1,6.487702026E2,-8.824613953E1,6.549592826E2
2.186681375E0,1.677352905E1,6.489356689E2,-8.810806274E1,6.551044836E2
2.196643375E0,1.671652222E1,6.488820801E2,-8.782005310E1,6.550112653E2
2.206605375E0,1.678305054E1,6.488301392E2,-8.783700562E1,6.549637851E2
2.216567375E0,1.686428833E1,6.488674316E2,-8.794252014E1,6.550169730E2
2.226529375E0,1.691860962E1,6.488088989E2,-8.815866089E1,6.549894474E2
2.236491375E0,1.690512085E1,6.488673096E2,-8.808100891E1,6.550365125E2
2.246454375E0,1.674118042E1,6.489583740E2,-8.811024475E1,6.551264409E2
2.256416375E0,1.685098267E1,6.489487915E2,-8.817979431E1,6.551291214E2
2.266378375E0,1.674795532E1,6.489809570E2,-8.818109131E1,6.551585163E2
2.276340375E0,1.679507446E1,6.489336548E2,-8.817196655E1,6.551116382E2
2.286302375E0,1.689767456E1,6.489078979E2,-8.813403320E1,6.550836582E2
2.296264375E0,1.688125610E1,6.489091797E2,-8.815994263E1,6.550879909E2
2.306226375E0,1.686538696E1,6.489391479E2,-8.814021301E1,6.551146130E2
2.316188375E0,1.676266479E1,6.488761597E2,-8.813197327E1,6.550484732E2
2.326150375E0,1.668423462E1,6.489727173E2,-8.808752441E1,6.551361411E2
2.336113375E0,1.680209351E1,6.488715210E2,-8.824029541E1,6.550594712E2
2.346075375E0,1.673513794E1,6.489692383E2,-8.827369690E1,6.551590514E2
2.356037375E0,1.685037231E1,6.489594727E2,-8.833116150E1,6.551600768E2
2.365999375E0,1.682583618E1,6.489537964E2,-8.822605896E1,6.551396615E2
2.375961375E0,1.674118042E1,6.488997803E2,-8.826222229E1,6.550888580E2
2.385923375E0,1.672689819E1,6.489288330E2,-8.820220947E1,6.551091888E2
2.395885375E0,1.665963745E1,6.489735107E2,-8.814196777E1,6.551436237E2
2.405847375E0,1.674392700E1,6.489381104E2,-8.812020874E1,6.551077784E2
2.415809375E0,1.676486206E1,6.490236206E2,-8.809799194E1,6.551900311E2
2.425771375E0,1.679617310E1,6.489766235E2,-8.813800049E1,6.551496596E2
2.435734375E0,1.686099243E1,6.489554443E2,-8.806695557E1,6.551207907E2
2.445696375E0,1.679190063E1,6.490935669E2,-8.811276245E1,6.552619975E2
2.455658375E0,1.683566284E1,6.490272217E2,-8.813877869E1,6.552008992E2
2.465620375E0,1.682113647E1,6.491361694E2,-8.826811218E1,6.553258554E2
2.475582375E0,1.681436157E1,6.491374512E2,-8.828025818E1,6.553285872E2
2.485544375E0,1.682180786E1,6.491656494E2,-8.821545410E1,6.553479839E2
2.495506375E0,1.680349731E1,6.492318115E2,-8.825958252E1,6.554189931E2
2.505468375E0,1.679544067E1,6.491115723E2,-8.811100769E1,6.552796882E2
2.515430375E0,1.677499390E1,6.491610718E2,-8.800288391E1,6.553136693E2
2.525393375E0,1.678445435E1,6.490922241E2,-8.801698303E1,6.552476041E2
2.535354500E0,1.667190552E1,6.491393433E2,-8.793116760E1,6.552798865E2
2.545316500E0,1.668704224E1,6.492371826E2,-8.803485107E1,6.553911135E2
2.555278500E0,1.674050903E1,6.491009521E2,-8.817323303E1,6.552761324E2
2.565240500E0,1.679641724E1,6.491502075E2,-8.818611145E1,6.553280871E2
2.575202500E0,1.676211548E1,6.491962280E2,-8.814190674E1,6.553668490E2
2.585164500E0,1.682272339E1,6.491900635E2,-8.815856934E1,6.553645366E2
2.595126500E0,1.676943970E1,6.492623901E2,-8.812841797E1,6.554307617E2
2.605088500E0,1.683547974E1,6.492659912E2,-8.802415466E1,6.554220110E2
2.615050500E0,1.672293091E1,6.492333374E2,-8.786297607E1,6.553651542E2
2.625013500E0,1.670663452E1,6.491583862E2,-8.787524414E1,6.552921338E2
2.634975500E0,1.680563354E1,6.492514038E2,-8.793183899E1,6.553944026E2
2.644937500E0,1.675833130E1,6.492285767E2,-8.795663452E1,6.553739055E2
2.654899500E0,1.687973022E1,6.493242798E2,-8.782275391E1,6.554538746E2
2.664861500E0,1.671304321E1,6.492864990E2,-8.798010254E1,6.554332781E2
2.674823500E0,1.667898560E1,6.492884521E2,-8.790379333E1,6.554241066E2
2.684785500E0,1.665322876E1,6.491816406E2,-8.809555054E1,6.553433898E2
2.694747500E0,1.685879517E1,6.489862061E2,-8.808964539E1,6.551542568E2
2.704709500E0,1.685330200E1,6.489543457E2,-8.806892395E1,6.551197692E2
2.714672500E0,1.686550903E1,6.491460571E2,-8.821272278E1,6.553293320E2
2.724634500E0,1.679806519E1,6.492022705E2,-8.798010254E1,6.553520134E2
2.734596500E0,1.682052612E1,6.491630249E2,-8.809062195E1,6.553285593E2
2.744558500E0,1.673959351E1,6.492301636E2,-8.807740784E1,6.553912183E2
2.754520500E0,1.685610962E1,6.492116699E2,-8.802476501E1,6.553688122E2
2.764482500E0,1.673226929E1,6.491489868E2,-8.821133423E1,6.553286316E2
2.774444500E0,1.676150513E1,6.491763916E2,-8.806094360E1,6.553362994E2
2.784406500E0,1.668093872E1,6.491813354E2,-8.815560913E1,6.553518684E2
2.794368500E0,1.683181763E1,6.491686401E2,-8.806829834E1,6.553314113E2
2.804330500E0,1.682022095E1,6.492726440E2,-8.805703735E1,6.554326266E2
2.814293500E0,1.680410767E1,6.492113647E2,-8.780882263E1,6.553382054E2
2.824255500E0,1.670455933E1,6.491730957E2,-8.792306519E1,6.553130671E2
2.834217500E0,1.664041138E1,6.491733398E2,-8.787663269E1,6.553054486E2
2.844179500E0,1.677340698E1,6.491585083E2,-8.804847717E1,6.553172136E2
2.854141500E0,1.666500854E1,6.491686401E2,-8.793815613E1,6.553096712E2
2.864103500E0,1.684762573E1,6.491660156E2,-8.792578125E1,6.553100803E2
2.874065500E0,1.701028442E1,6.492619629E2,-8.780973816E1,6.553937720E2
2.884027500E0,1.690200806E1,6.492619019E2,-8.804837036E1,6.554229250E2
2.893989500E0,1.689151001E1,6.492558594E2,-8.804174805E1,6.554157791E2
2.903952500E0,1.689187622E1,6.492752075E2,-8.805247498E1,6.554363958E2
2.913914500E0,1.677578735E1,6.492255859E2,-8.823617554E1,6.554089648E2
2.923876500E0,1.699050903E1,6.491297607E2,-8.786335754E1,6.552694814E2
2.933838500E0,1.701559448E1,6.492626953E2,-8.813285828E1,6.554380052E2
2.943800500E0,1.697879028E1,6.492193604E2,-8.812431335E1,6.553929751E2
2.953762500E0,1.693179321E1,6.491231079E2,-8.829489136E1,6.553193746E2
2.963724500E0,1.696133423E1,6.491827393E2,-8.803666687E1,6.553444671E2
2.973686500E0,1.695523071E1,6.491164551E2,-8.780343628E1,6.552473545E2
2.983648500E0,1.693423462E1,6.491427612E2,-8.795051575E1,6.552925957E2
2.993611500E0,1.686282349E1,6.490908813E2,-8.802458191E1,6.552493068E2
3.003573500E0,1.694039917E1,6.491280518E2,-8.795329285E1,6.552785564E2
3.013535500E0,1.703274536E1,6.490528564E2,-8.815754700E1,6.552339109E2
3.023497500E0,1.691146851E1,6.492452393E2,-8.803326416E1,6.554046338E2
3.033459500E0,1.684078979E1,6.492891846E2,-8.805686951E1,6.554495173E2
3.043421500E0,1.677536011E1,6.492601318E2,-8.787629700E1,6.553948238E2
3.053383500E0,1.674783325E1,6.493282471E2,-8.784193420E1,6.554569915E2
3.063345500E0,1.683145142E1,6.494097900E2,-8.776049805E1,6.555290064E2
3.073307500E0,1.675405884E1,6.495115356E2,-8.788917542E1,6.556450569E2
3.083269500E0,1.672567749E1,6.492793579E2,-8.782104492E1,6.554051944E2
3.093232500E0,1.669070435E1,6.494282837E2,-8.808110046E1,6.555867262E2
3.103194500E0,1.666439819E1,6.493782959E2,-8.804920959E1,6.555322545E2
3.113156500E0,1.667581177E1,6.494233398E2,-8.814892578E1,6.555905659E2
3.123118500E0,1.669577026E1,6.494309082E2,-8.780284119E1,6.555521277E2
3.133080500E0,1.669375610E1,6.493789673E2,-8.776303101E1,6.554952893E2
3.143042500E0,1.684115601E1,6.492865601E2,-8.784120178E1,6.554179875E2
3.153004500E0,1.680184937E1,6.493146362E2,-8.791133118E1,6.554541945E2
3.162966500E0,1.675173950E1,6.493641357E2,-8.798690796E1,6.555120880E2
3.172928500E0,1.684597778E1,6.493582764E2,-8.809446716E1,6.555231447E2
3.182891500E0,1.672720337E1,6.493915405E2,-8.809732056E1,6.555534380E2
3.192853500E0,1.667196655E1,6.494140625E2,-8.823336792E1,6.555926374E2
3.202815500E0,1.656710815E1,6.492365723E2,-8.813619995E1,6.554010876E2
3.212777500E0,1.666879272E1,6.493170776E2,-8.828851318E1,6.555039111E2
3.222739500E0,1.660287476E1,6.492146606E2,-8.799285889E1,6.553610259E2
3.232701500E0,1.671139526E1,6.491607056E2,-8.820899963E1,6.553393930E2
3.242663500E0,1.670822144E1,6.491363525E2,-8.803623962E1,6.552919566E2
3.252625500E0,1.684622192E1,6.491065674E2,-8.799256897E1,6.552601187E2
3.262587500E0,1.683041382E1,6.492916870E2,-8.803054810E1,6.554481940E2
3.272550500E0,1.671939087E1,6.492233887E2,-8.807812500E1,6.553840878E2
3.282512500E0,1.665182495E1,6.492098999E2,-8.821649170E1,6.553876157E2
3.292474500E0,1.678060913E1,6.491638184E2,-8.805200195E1,6.553231317E2
