"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.606497417E0,1.247418213E1,-3.609142303E1,-8.622598267E1,9.430331979E1
2.616526417E0,1.244683838E1,-3.613925171E1,-8.614801025E1,9.424674514E1
2.626555417E0,1.251409912E1,-3.613763428E1,-8.609939575E1,9.421060045E1
2.636585417E0,1.259478760E1,-3.619573212E1,-8.600531006E1,9.415770312E1
2.646614417E0,1.252691650E1,-3.622016907E1,-8.637792969E1,9.449852391E1
2.656643417E0,1.264526367E1,-3.620184326E1,-8.628060913E1,9.441832270E1
2.666672417E0,1.275561523E1,-3.627484131E1,-8.618896484E1,9.437747344E1
2.676701417E0,1.275561523E1,-3.627484131E1,-8.618896484E1,9.437747344E1
2.686730417E0,1.270660400E1,-3.622160339E1,-8.604922485E1,9.422277557E1
2.696759417E0,1.261090088E1,-3.632734680E1,-8.616567993E1,9.435695706E1
2.706789417E0,1.267700195E1,-3.622176361E1,-8.615856934E1,9.431872353E1
2.716818417E0,1.265966797E1,-3.618047333E1,-8.609741211E1,9.424467208E1
2.726847417E0,1.273590088E1,-3.624237061E1,-8.612344360E1,9.430249274E1
2.736876417E0,1.272650146E1,-3.626664734E1,-8.612808228E1,9.431479261E1
2.746905417E0,1.266497803E1,-3.619178772E1,-8.618627930E1,9.433091702E1
2.756934417E0,1.273498535E1,-3.629965210E1,-8.606152344E1,9.426786521E1
2.766963417E0,1.274353027E1,-3.633006287E1,-8.611856079E1,9.433280206E1
2.776993417E0,1.282354736E1,-3.634078217E1,-8.603533936E1,9.427181675E1
2.787022417E0,1.283892822E1,-3.627306366E1,-8.607632446E1,9.428524200E1
2.797051417E0,1.276379395E1,-3.620470428E1,-8.605017090E1,9.422487442E1
2.807080417E0,1.268896484E1,-3.630468750E1,-8.597879028E1,9.418807006E1
2.817109417E0,1.276959229E1,-3.628971100E1,-8.604779053E1,9.425618211E1
2.827138417E0,1.267547607E1,-3.620482635E1,-8.593038940E1,9.410360763E1
2.837167417E0,1.277569580E1,-3.634966278E1,-8.603771973E1,9.427091600E1
2.847197417E0,1.283422852E1,-3.624914551E1,-8.605770874E1,9.425840655E1
2.857226417E0,1.285113525E1,-3.624364471E1,-8.603628540E1,9.423903578E1
2.867255417E0,1.294482422E1,-3.626828766E1,-8.608816528E1,9.430869189E1
2.877284417E0,1.289007568E1,-3.628415680E1,-8.615658569E1,9.436975863E1
2.887313417E0,1.286511230E1,-3.632489777E1,-8.603952026E1,9.427517361E1
2.897342417E0,1.268261719E1,-3.611148834E1,-8.595440674E1,9.409063932E1
2.907371417E0,1.275677490E1,-3.619502258E1,-8.591683960E1,9.409845000E1
2.917400417E0,1.285003662E1,-3.621282959E1,-8.595233154E1,9.415038909E1
2.927430417E0,1.277789307E1,-3.612960815E1,-8.602294922E1,9.417309026E1
2.937459417E0,1.278796387E1,-3.618609619E1,-8.587503052E1,9.406107826E1
2.947488417E0,1.274920654E1,-3.614215851E1,-8.586260986E1,9.402757926E1
2.957517417E0,1.280450439E1,-3.604940033E1,-8.583361816E1,9.397299934E1
2.967546417E0,1.280450439E1,-3.604940033E1,-8.583361816E1,9.397299934E1
2.977575417E0,1.276196289E1,-3.609935760E1,-8.612368774E1,9.425137085E1
2.987605417E0,1.262524414E1,-3.604782104E1,-8.615579224E1,9.424257386E1
2.997634417E0,1.283258057E1,-3.616097260E1,-8.590844727E1,9.408800335E1
3.007663417E0,1.279412842E1,-3.613729858E1,-8.593444824E1,9.409741477E1
3.017692417E0,1.288415527E1,-3.622015381E1,-8.598577881E1,9.418840245E1
3.027721417E0,1.280181885E1,-3.626611328E1,-8.607165527E1,9.427325909E1
3.037750417E0,1.275738525E1,-3.628171539E1,-8.610076904E1,9.429982068E1
3.047779417E0,1.286602783E1,-3.622754669E1,-8.589208984E1,9.410324601E1
3.057809417E0,1.290234375E1,-3.622608948E1,-8.593521118E1,9.414701564E1
3.067838417E0,1.285534668E1,-3.629490662E1,-8.587207031E1,9.410947160E1
3.077867417E0,1.295080566E1,-3.635478973E1,-8.589053345E1,9.416250761E1
3.087896417E0,1.285083008E1,-3.625199127E1,-8.594711304E1,9.416080365E1
3.097925417E0,1.281103516E1,-3.616072845E1,-8.605706787E1,9.422069749E1
3.107954417E0,1.282153320E1,-3.625120544E1,-8.607971191E1,9.427756050E1
3.117983417E0,1.270269775E1,-3.618377686E1,-8.591000366E1,9.408056636E1
3.128013417E0,1.280377197E1,-3.625873566E1,-8.590438843E1,9.411799211E1
3.138042417E0,1.288464355E1,-3.627278900E1,-8.584902954E1,9.408392602E1
3.148071417E0,1.276257324E1,-3.627584839E1,-8.571261597E1,9.394398857E1
3.158100417E0,1.282696533E1,-3.628084564E1,-8.593884277E1,9.416111457E1
3.168129417E0,1.289288330E1,-3.633245850E1,-8.576876831E1,9.403486374E1
3.178158417E0,1.281494141E1,-3.614395905E1,-8.585421753E1,9.402954411E1
3.188187417E0,1.294342041E1,-3.622428131E1,-8.587487793E1,9.409689340E1
3.198217417E0,1.286340332E1,-3.620823669E1,-8.620809937E1,9.438400259E1
3.208246417E0,1.292932129E1,-3.622377777E1,-8.608792114E1,9.428923370E1
3.218275417E0,1.291192627E1,-3.613430786E1,-8.579254150E1,9.398279748E1
3.228304417E0,1.285723877E1,-3.616104126E1,-8.583584595E1,9.402511336E1
